"logFC","AveExpr","t","P.Value","adj.P.Val","B","probe_id","symbol","neg_log10_fdr","category"
-0.532266231008627,10.3880725298667,-8.49203478210815,5.19864513452622e-15,1.03911953591983e-12,23.5904367783907,"ILMN_1723969","PLCB1",11.9833344901673,"NS"
-0.271064057554177,7.49396509051282,-8.49001949459957,5.26482673241172e-15,1.03911953591983e-12,23.5781177056209,"ILMN_2405642","DHDDS",11.9833344901673,"NS"
0.691473879228802,9.66227733386154,8.48690201595005,5.36885385002217e-15,1.05281492110596e-12,23.5590637341809,"ILMN_1815057","PDGFRB",11.9776479686123,"Up in AD"
-0.594451976201347,10.1299015162051,-8.48530406817822,5.42296347722351e-15,1.05660881339877e-12,23.5492983266429,"ILMN_1665280","SPCS1",11.9760857710914,"Down in AD"
-0.424175261843362,10.4450589311487,-8.46412039543932,6.1935216605844e-15,1.19146892957888e-12,23.4199185712665,"ILMN_1654016","MYL12B",11.9239172784442,"NS"
-0.520684927847886,7.71011491338974,-8.4590739412084,6.39255018759885e-15,1.22202240850357e-12,23.389118768295,"ILMN_1753648","TRIM51",11.9129208302635,"NS"
0.303947860958973,7.40023551101026,8.4464572390796,6.91832977797384e-15,1.31426646000947e-12,23.3121521782414,"ILMN_1734205","RASSF1",11.8813165751263,"NS"
0.460193370774458,7.33622254250769,8.42000044716781,8.16415408659546e-15,1.54130101529235e-12,23.1509252980302,"ILMN_1744212","INPP5D",11.8121125355101,"NS"
0.540104962448874,8.21273539424615,8.40292798080354,9.08367875988924e-15,1.70225784924522e-12,23.0470086310661,"ILMN_1671427","FBXW4",11.7689746545789,"NS"
-0.489777074522302,7.77328225272821,-8.4021360489064,9.12873924747393e-15,1.70225784924522e-12,23.0421906409361,"ILMN_1781468","SMAP2",11.7689746545789,"NS"
-0.584231730322113,7.4600399666718,-8.39934250575529,9.2894674756626e-15,1.72166685318759e-12,23.0251968199399,"ILMN_1736546","SLC16A14",11.7640508818137,"Down in AD"
-0.423178636292237,7.00233861693333,-8.39220011419617,9.71328130146247e-15,1.77852521179489e-12,22.9817596387175,"ILMN_2226628","ZNF184",11.7499399740173,"NS"
0.26013285595708,6.87171903049231,8.39242332201488,9.69975089884482e-15,1.77852521179489e-12,22.9831168433851,"ILMN_2396982","BCL2L12",11.7499399740173,"NS"
-0.598433935454976,7.6324920391282,-8.38612533435663,1.00887944575854e-14,1.8362210032234e-12,22.9448285842364,"ILMN_1760088","CCKBR",11.7360750493308,"Down in AD"
-0.791193218013466,12.5340171512462,-8.38464092058708,1.01827208172201e-14,1.84228451928217e-12,22.9358060963309,"ILMN_2120695","TSPAN7",11.7346432972596,"Down in AD"
0.911656428056595,9.18165306493333,8.37724466270936,1.06637994597793e-14,1.91790641763308e-12,22.8908614800068,"ILMN_1781400","SLC7A2",11.7171725876226,"Up in AD"
-0.679852463073848,7.14434784174359,-8.3737812143747,1.08967558494292e-14,1.94827584731412e-12,22.8698215200392,"ILMN_1763344","ADCYAP1",11.7103495533686,"Down in AD"
0.415400688888281,7.3302043856359,8.37106620167039,1.10828934311746e-14,1.96996810433071e-12,22.8533310014725,"ILMN_1786065","UHRF1",11.7055408054249,"NS"
