test_ligand,auroc,aupr,aupr_corrected,pearson,ligand_clean,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,source_cellstates,target_cellstates,lr_pair_examples
NRG2,0.5603607488587175,0.033406978111431215,0.008892552314712376,0.03236694686212954,NRG2,NRG2,5,1.0626706194131,0.82359236982771,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NRG2 - NRP2
A2M,0.5538699460215027,0.03338348380666429,0.00886905800994545,0.03984984842898611,A2M,A2M,1,0.29022481637834985,0.29022481637834985,Microglia,Micro_DAM,Cerebrovascular_Pericyte,A2M - LRP1
JAM3,0.5710984549956123,0.033383192047827755,0.008868766251108915,0.04356365098366304,JAM3,JAM3,4,0.05334521039484902,0.03588578131409415,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid,JAM3 - ITGB1
ANXA1,0.5563755594878712,0.03335091385053992,0.00883648805382108,0.03381289731418604,ANXA1,ANXA1,5,0.500272461680274,0.32614350217916566,Astrocyte,Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ANXA1 - EGFR
COL6A1,0.570585436214662,0.03331655389012089,0.008802128093402053,0.03854373139571121,COL6A1,COL6A1,40,0.681504595077832,0.243043977849004,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL6A1 - CD44;COL6A1 - ITGA1/ITGB1;COL6A1 - ITGA10/ITGB1;COL6A1 - ITGA11/ITGB1;COL6A1 - ITGA2/ITGB1
FGL1,0.5453315290933666,0.033303801034234796,0.008789375237515957,0.039435017552337505,FGL1,FGL1,3,0.11659133763948004,0.06601152838712439,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid,FGL1 - EGFR
IL16,0.5602640931463632,0.033274067124794644,0.008759641328075805,0.041440651049854414,IL16,IL16,1,0.0407868965686825,0.0407868965686825,Microglia,Micro_Homeostatic,CapEC_ActLow,IL16 - CD9
EFEMP1,0.5554848399232685,0.033252120995921834,0.008737695199202995,0.039156274584811274,EFEMP1,EFEMP1,7,1.89857153828267,1.088199738321593,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EFEMP1 - EGFR
HLA-DQA1,0.5646418534104556,0.03324472882659172,0.00873030302987288,0.041073901061358324,HLA-DQA1,HLA-DQA1,1,0.08067563059705496,0.08067563059705496,Microglia,Micro_DAM,Cerebrovascular_Venous,HLA-DQA1 - CD4
TF,0.5591176076967661,0.03320862847889157,0.00869420268217273,0.035383890809683474,TF,TF,8,0.5247579838098949,0.26307999034999136,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActMid,TF - TFRC
TIMP3,0.5600692947106999,0.033178991128315724,0.008664565331596884,0.039343245559721275,TIMP3,TIMP3,7,1.198318566254309,0.6308838446693151,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Venous,TIMP3 - KDR
CNTN3,0.5592856399351663,0.033137550417929734,0.008623124621210895,0.040281308509718776,CNTN3,CNTN3,1,0.125100244290914,0.125100244290914,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,CNTN3 - PTPRG
SEMA6A,0.5622373566893168,0.033105739351299325,0.008591313554580485,0.04092416122979082,SEMA6A,SEMA6A,1,0.1691429337724418,0.1691429337724418,Astrocyte,Astro_Reactive,Cerebrovascular_Pericyte,SEMA6A - PLXNA2
COL19A1,0.559635087510594,0.033054822572873954,0.008540396776155115,0.04087467985239187,COL19A1,COL19A1,21,0.38906287730054,0.08693168206816043,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL19A1 - ITGA1/ITGB1;COL19A1 - ITGA10/ITGB1;COL19A1 - ITGA11/ITGB1;COL19A1 - ITGA2/ITGB1
EFNA5,0.5646373923775796,0.03296307277157133,0.008448646974852491,0.03206505104990094,EFNA5,EFNA5,30,1.32909560485054,0.2523775237086278,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EFNA5 - EPHA2;EFNA5 - EPHA3;EFNA5 - EPHA4;EFNA5 - EPHA5;EFNA5 - EPHA7
APOE,0.5595235616886485,0.03293882977946087,0.008424403982742027,0.024728578440581277,APOE,APOE,104,1.9275537913458496,0.5114778172377962,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,APOE - ABCA1;APOE - LDLR;APOE - LRP1;APOE - LRP4;APOE - LRP5
LRP1B,0.5468765334800526,0.03293442264063984,0.008419996843920998,0.03187901575439223,LRP1B,LRP1B,4,1.65239811589463,0.7595638112584676,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRP1B - PLAUR
ADAM23,0.5527636098678027,0.03277498507973658,0.008260559283017738,0.036176799361074076,ADAM23,ADAM23,9,0.9802360520451104,0.6619629402358291,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ADAM23 - ITGA5
CALCB,0.560259632113486,0.03276014571787971,0.008245719921160872,0.029973812724019566,CALCB,CALCB,20,1.19809254171035,0.33119535567789815,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CALCB - CALCRL;CALCB - PTH1R;CALCB - RAMP2;CALCB - RAMP3
COL8A2,0.562374161697569,0.032731751931165606,0.008217326134446767,0.03146333534946835,COL8A2,COL8A2,18,1.82868199618166,0.9880019145048051,Microglia,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL8A2 - ITGA1/ITGB1;COL8A2 - ITGA10/ITGB1;COL8A2 - ITGA11/ITGB1;COL8A2 - ITGA2/ITGB1;COL8A2 - SLC4A11
C3,0.5540201341283882,0.032729019906955016,0.0082145941102361765,0.03425227584580133,C3,C3,26,0.837156617672926,0.2689899529147105,Astrocyte;Microglia,Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,C3 - CD46;C3 - CD81;C3 - GRM7;C3 - LRP1;C3 - NRP1
SEMA3D,0.5625749081770723,0.032705099031644515,0.008190673234925675,0.03718841406243938,SEMA3D,SEMA3D,48,1.11706610982027,0.46198874977849913,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,SEMA3D - NRP1/PLXNA1;SEMA3D - NRP1/PLXNA2;SEMA3D - NRP1/PLXNA3;SEMA3D - NRP2/PLXNA1;SEMA3D - NRP2/PLXNA2
COL5A2,0.5587384199021544,0.03270085080358843,0.008186425006869589,0.02843505778002774,COL5A2,COL5A2,7,0.09509043702713692,0.05845213366340954,Astrocyte,Astro_Homeostatic;Astro_Reactive,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL5A2 - ITGA1/ITGB1;COL5A2 - ITGA10/ITGB1;COL5A2 - ITGA2/ITGB1
FAM3C,0.55283052536097,0.03265843468284744,0.008144008886128599,0.0298132368382765,FAM3C,FAM3C,3,0.0591047864435775,0.03374468018023167,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh,FAM3C - LAMP1
C1QB,0.563291647459439,0.032653783234954485,0.008139357438235646,0.039457149786609386,C1QB,C1QB,5,0.7266538484804499,0.369540036356026,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,C1QB - C1QBP;C1QB - LRP1
ARF1,0.5548588083094155,0.03264333464835079,0.008128908851631953,0.03872291140137352,ARF1,ARF1,3,0.09372537213164105,0.056177656879996846,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM;Micro_Homeostatic,Cerebrovascular_Pericyte,ARF1 - INSR
TNFSF13B,0.5622507397879509,0.032636036249196046,0.008121610452477206,0.01267219693971834,TNFSF13B,TNFSF13B,16,0.558190096204505,0.252329443944637,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,TNFSF13B - CD40;TNFSF13B - HLA-DPB1;TNFSF13B - TFRC
WNT7A,0.5689720293238538,0.032616228673281324,0.008101802876562484,0.02340069726645897,WNT7A,WNT7A,7,0.340193603176519,0.16102419219090494,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid,WNT7A - ADGRA2;WNT7A - FZD4/LRP5;WNT7A - FZD4/LRP6;WNT7A - FZD6/LRP6;WNT7A - LDLR
ANOS1,0.5679831670359393,0.03258302862590615,0.008068602829187314,0.040867558998933566,ANOS1,ANOS1,20,1.113820472040857,0.33981280056116636,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ANOS1 - FGFR1;ANOS1 - SDC2
COL28A1,0.557801602997813,0.03257588236720714,0.0080614565704883,0.03827012748013448,COL28A1,COL28A1,25,0.65965983656154,0.22293173917585113,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL28A1 - ITGA1/ITGB1;COL28A1 - ITGA10/ITGB1;COL28A1 - ITGA11/ITGB1;COL28A1 - ITGA2/ITGB1
LAMA1,0.5494327053190364,0.032563376785664525,0.008048950988945685,0.03668164437803671,LAMA1,LAMA1,46,1.5277698558038404,0.5680859679961779,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LAMA1 - CD44;LAMA1 - DAG1;LAMA1 - ITGA1;LAMA1 - ITGA2/ITGB1;LAMA1 - ITGA3/ITGB1
COL24A1,0.5471099942006558,0.03254337838246829,0.008028952585749451,0.03561965558123224,COL24A1,COL24A1,10,0.376771703734732,0.15154036773420787,Astrocyte,Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL24A1 - ITGA1/ITGB1;COL24A1 - ITGA10/ITGB1;COL24A1 - ITGA11/ITGB1;COL24A1 - ITGA2/ITGB1
SEMA4B,0.5660931761067045,0.03253218326167636,0.00801775746495752,0.04081176748996267,SEMA4B,SEMA4B,6,0.618963950919882,0.3512611662932785,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid,SEMA4B - DCBLD2
GNAS,0.5540662314681232,0.0325212356219181,0.008006809825199263,0.027908253697195823,GNAS,GNAS,1,0.0116848329330573,0.0116848329330573,Microglia,Micro_DAM,Cerebrovascular_Venous,GNAS - ADCY9
TNC,0.5443456408273715,0.03242660599377154,0.007912180197052702,0.018538942896781353,TNC,TNC,41,1.34132257027205,0.5321653386122377,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,TNC - CNTN1;TNC - EGFR;TNC - ITGA2;TNC - ITGA5;TNC - ITGA7
SEMA3A,0.5571369090990181,0.03239980498988043,0.007885379193161592,0.03204357105909128,SEMA3A,SEMA3A,20,1.15959610009948,0.3828515643876939,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,SEMA3A - NRP1/PLXNA1;SEMA3A - NRP1/PLXNA2;SEMA3A - NRP1/PLXNA3;SEMA3A - NRP2
LAMC1,0.5459070023346055,0.03234962905889407,0.007835203262175228,0.03475557680803246,LAMC1,LAMC1,26,0.4526683572922199,0.20067501499454718,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LAMC1 - DAG1;LAMC1 - ITGA1;LAMC1 - ITGA2/ITGB1;LAMC1 - ITGA3/ITGB1;LAMC1 - ITGA6/ITGB1
COL4A2,0.5564380139481604,0.032342226946918275,0.007827801150199435,0.035555621492920304,COL4A2,COL4A2,9,0.585353550329425,0.18810928066990515,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL4A2 - CD93;COL4A2 - ITGA1/ITGB1;COL4A2 - ITGAV/ITGB8
GPI,0.557089324748322,0.03231492243887433,0.007800496642155489,0.021499197928839173,GPI,GPI,11,1.2661828753612467,0.21428930208381058,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GPI - AMFR;GPI - NTRK1
LRPAP1,0.55436512067094,0.032278214825502916,0.007763789028784076,0.0385166207407542,LRPAP1,LRPAP1,16,0.29005164074847095,0.14020720204095763,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid,LRPAP1 - LDLR;LRPAP1 - LRP8
NAMPT,0.5555443203616398,0.03222708117043338,0.007712655373714541,0.029406611636049986,NAMPT,NAMPT,14,0.657356133931794,0.27467837077608875,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NAMPT - INSR;NAMPT - ITGA5/ITGB1
CALM1,0.5503130158069238,0.03222635681263483,0.0077119310159159925,0.025214140281297717,CALM1,CALM1,14,1.00495491393502,0.20974877492684332,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CALM1 - CACNA1C;CALM1 - INSR;CALM1 - TRPC3
ST6GAL1,0.558079674047197,0.03221960404020522,0.00770517824348638,0.020296536779394393,ST6GAL1,ST6GAL1,14,0.46650381821337095,0.27825287978250407,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ST6GAL1 - EGFR
COL5A3,0.5594596202173983,0.03221063088592458,0.007696205089205741,0.03814719980526366,COL5A3,COL5A3,27,1.8569340107312504,0.9368207940328127,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL5A3 - ITGA1/ITGB1;COL5A3 - ITGA10/ITGB1;COL5A3 - ITGA11/ITGB1;COL5A3 - ITGA2/ITGB1;COL5A3 - SDC3
TGFB3,0.5582729854719043,0.03217290607001055,0.0076584802732917075,0.033437494778796685,TGFB3,TGFB3,32,0.762079713767831,0.26762160926054535,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,TGFB3 - ACVR1/TGFBR1/TGFBR2;TGFB3 - ACVR1/TGFBR2;TGFB3 - ACVR1B/TGFBR2;TGFB3 - ACVR1C/TGFBR2;TGFB3 - ACVRL1
FSTL5,0.5560499040877919,0.03216999588706833,0.007655570090349489,0.03738919286397439,FSTL5,FSTL5,2,0.2861844346314123,0.15557142331426524,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh,FSTL5 - CEACAM19
COL21A1,0.555138366369758,0.03214558688356127,0.00763116108684243,0.036472630436941406,COL21A1,COL21A1,17,2.24645398079921,1.060850017007791,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL21A1 - ITGA1/ITGB1;COL21A1 - ITGA10/ITGB1;COL21A1 - ITGA11/ITGB1;COL21A1 - ITGA2/ITGB1
CD99,0.556466267156388,0.032119249379058114,0.007604823582339274,0.01938611111411103,CD99,CD99,22,0.21881645349192497,0.09229170604993416,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD99 - CD81;CD99 - CD99L2;CD99 - PILRB
HSP90B1,0.5384659994944144,0.03209636238894234,0.0075819365922235,0.03285105392676134,HSP90B1,HSP90B1,3,0.2800230599434699,0.18586835946532596,Microglia,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,HSP90B1 - ERBB2;HSP90B1 - LRP1
TCTN1,0.5531160314651492,0.032090542737314584,0.0075761169405957444,0.03685021201095952,TCTN1,TCTN1,1,0.198923502992034,0.198923502992034,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,TCTN1 - TMEM67
NCAM1,0.550605956965902,0.032028861515842964,0.007514435719124125,0.03526701469133081,NCAM1,NCAM1,9,0.2534912603536399,0.08158475226963947,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,NCAM1 - CACNA1C;NCAM1 - FGFR1;NCAM1 - NCAM2;NCAM1 - PTPRA;NCAM1 - ROBO3
WNT7B,0.5612945917411393,0.031951934048839815,0.007437508252120976,0.022309710225811463,WNT7B,WNT7B,4,0.27614548446724585,0.12439990861013028,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,WNT7B - ADGRA2;WNT7B - FZD4/LRP5;WNT7B - FZD4/LRP6;WNT7B - FZD6/LRP6
SEMA3B,0.5558491576082891,0.03193625395099486,0.007421828154276017,0.025699611051463924,SEMA3B,SEMA3B,34,1.34981320172728,0.46650869691841856,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,SEMA3B - NRP1/PLXNA1;SEMA3B - NRP1/PLXNA2;SEMA3B - NRP1/PLXNA3;SEMA3B - NRP2/PLXNA1;SEMA3B - NRP2/PLXNA2
VCAN,0.5532052521227059,0.03191998216701463,0.007405556370295791,0.034780547637517936,VCAN,VCAN,18,0.620165005705066,0.254144198341703,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,VCAN - CD44;VCAN - EGFR;VCAN - ITGB1
CNTN4,0.5555249892191688,0.03191341897764296,0.007398993180924119,0.03631036260312131,CNTN4,CNTN4,3,0.1596678420509,0.07076160019931674,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CNTN4 - PTPRG
COL4A1,0.5644767951939795,0.031886297236842595,0.0073718714401237555,0.026296947140860047,COL4A1,COL4A1,4,0.802653676589387,0.7142947058051048,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,COL4A1 - ITGA1/ITGB1
WNT5B,0.5663087926958009,0.031816928458792165,0.007302502662073326,0.021500574780419043,WNT5B,WNT5B,2,0.25630684586326,0.14270063301764915,Astrocyte,Astro_Homeostatic,CapEC_ActMid,WNT5B - FZD4;WNT5B - FZD6/LRP6
GSTP1,0.5498460943657141,0.031751103631040084,0.007236677834321244,0.034753203141763785,GSTP1,GSTP1,17,0.381074211953372,0.1739922804711347,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GSTP1 - EGFR
F8,0.5577153563621767,0.031749144458263316,0.0072347186615444765,0.028445897466678322,F8,F8,4,0.162794062787467,0.08793618668943075,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow,F8 - LDLR
ADAM9,0.55417775729007,0.03172570146604202,0.00721127566932318,0.03211283895541657,ADAM9,ADAM9,36,0.6938477716035798,0.1859228214602593,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ADAM9 - ITGA3;ADAM9 - ITGA6;ADAM9 - ITGAV;ADAM9 - ITGB1;ADAM9 - ITGB5
WNT5A,0.5664351886273387,0.031711133049117414,0.007196707252398574,0.008294555702870361,WNT5A,WNT5A,46,1.5146031897920882,0.26789771385659455,Microglia,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,WNT5A - ANTXR1;WNT5A - EPHA7;WNT5A - FZD1;WNT5A - FZD3;WNT5A - FZD4
LGALS3BP,0.5535948489940371,0.031696711973629416,0.007182286176910576,0.03242495291496556,LGALS3BP,LGALS3BP,9,0.19114792344974407,0.09611282158504349,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LGALS3BP - ITGB1
ALCAM,0.5490267513271568,0.031443762643045096,0.006929336846326257,0.03282437572445612,ALCAM,ALCAM,6,0.9044255112958696,0.4985602167763875,Microglia,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid,ALCAM - NRP1
ADAM10,0.5434073369120719,0.03139295444192496,0.006878528645206123,0.028547558203307573,ADAM10,ADAM10,27,0.734774730081926,0.2012116334393487,Astrocyte;Microglia,Astro_Homeostatic;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ADAM10 - AXL;ADAM10 - EPHA3;ADAM10 - IL6R;ADAM10 - NOTCH1;ADAM10 - NOTCH2
LGI4,0.5521346042320326,0.031297285098165435,0.006782859301446596,0.02278544073114925,LGI4,LGI4,2,0.06567373073969301,0.04108937913944652,Astrocyte,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Venous,LGI4 - ADAM22
LAMA4,0.5519234486758146,0.03128187907093115,0.006767453274212309,0.035022069416449704,LAMA4,LAMA4,12,0.4652857181848209,0.1680059290244277,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,LAMA4 - DAG1;LAMA4 - ITGA2/ITGB1;LAMA4 - ITGA6/ITGB1;LAMA4 - ITGA9/ITGB1;LAMA4 - ITGAV/ITGB8
CALM3,0.5482193043762718,0.031263838874551815,0.006749413077832975,0.025548848909979785,CALM3,CALM3,26,0.331771434118347,0.10748376624472177,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CALM3 - CACNA1C;CALM3 - EGFR;CALM3 - INSR
GAS6,0.5255007509405348,0.031259505186852506,0.006745079390133666,0.025540335405432518,GAS6,GAS6,9,0.7337288572251771,0.31900427012794647,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GAS6 - AXL;GAS6 - MERTK;GAS6 - TYRO3
SEMA4A,0.5474534937322497,0.0312193690236009,0.00670494322688206,0.027623139431879242,SEMA4A,SEMA4A,5,0.595333836112131,0.23911699673260858,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;Cerebrovascular_Pericyte,SEMA4A - NRP1/PLXNA2;SEMA4A - NRP1/PLXNA3;SEMA4A - PLXND1
SERPINA1,0.55480676292584,0.031203230431887743,0.006688804635168903,0.02831578597869592,SERPINA1,SERPINA1,2,1.58421717236742,0.9798013517336326,Microglia,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,SERPINA1 - LRP1
GDF11,0.558760725066542,0.031109281274562185,0.006594855477843345,0.01273653727175579,GDF11,GDF11,7,0.586837112987635,0.25927167328222944,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GDF11 - ACTR2;GDF11 - BMPR1A;GDF11 - BMPR2
HLA-DRB1,0.5522699222293255,0.031088582005595073,0.006574156208876233,0.018808253654694615,HLA-DRB1,HLA-DRB1,2,0.19757093130023007,0.14686175407326207,Microglia,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,HLA-DRB1 - CD4
AIMP1,0.5564290918824053,0.031031295866631906,0.006516870069913066,0.020129272153654,AIMP1,AIMP1,3,1.30273152617716,0.5688309333039523,Astrocyte;Microglia,Astro_Intermediate;Micro_DAM;Micro_Homeostatic,Cerebrovascular_Venous,AIMP1 - NTRK1
COL9A2,0.5497509256643219,0.031013038376233405,0.006498612579514566,0.027527361706680065,COL9A2,COL9A2,54,1.41879895890197,0.3075163429052443,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,COL9A2 - ITGA1/ITGB1;COL9A2 - ITGA10/ITGB1;COL9A2 - ITGA11/ITGB1;COL9A2 - ITGA2/ITGB1;COL9A2 - ITGA3/ITGB1
