"logFC","logCPM","F","PValue","FDR","gene"
-0.424323637907242,6.17471619766967,4.59240118319771,0.0376734231822222,0.869312561018706,"LRCH2"
0.294104533904619,9.57224353209774,4.59163845321294,0.0377670942241077,0.869312561018706,"BMPR2"
-0.295178676936618,7.55294846144334,4.57109036588144,0.0382126991767596,0.869312561018706,"TMEM245"
-0.823473212317437,7.12464706233589,4.56547360514801,0.0382997245689393,0.869312561018706,"DNAH11"
0.564086045957564,9.50814708280494,4.56142883805595,0.0383725273729737,0.869312561018706,"SAT1"
0.905280317906075,6.55644698009043,4.54624294156181,0.0385678676360498,0.869312561018706,"TENM4"
-0.503380090152586,8.83566731521731,4.54225308454123,0.0387662171108221,0.869312561018706,"TXNIP"
0.57784369365252,7.62174499520847,4.53906178124549,0.0388627685529668,0.869312561018706,"S100A6"
0.336421504495301,9.2045010753139,4.53153351836693,0.0389826352974837,0.869312561018706,"H3F3B"
-0.569352894152608,5.92344334780963,4.51371665562452,0.0391753661208631,0.869312561018706,"EFCAB13"
-0.451398984177717,6.20029285807088,4.5185526306146,0.0392184895983207,0.869312561018706,"SP4"
-0.2386981819558,10.1494948933319,4.5083563390051,0.0394593779587975,0.869312561018706,"AKT3"
0.593932148210035,7.05209424408127,4.50231284682215,0.0396475074127073,0.869312561018706,"MID1"
0.413347407251881,6.67591407165432,4.49689426154676,0.0397579042301782,0.869312561018706,"PFDN5"
-0.323080198407969,7.66457134421168,4.48950122486336,0.0398874904666919,0.869312561018706,"USP24"
-0.51533197713036,8.31303457585075,4.48166609469505,0.0400352635884773,0.869312561018706,"CAVIN2"
-0.324026018519509,6.68585998717073,4.47230890976144,0.040274722055827,0.869312561018706,"DCTN4"
-0.58594102875836,5.79915378235322,4.44530044773223,0.0404297867001889,0.869312561018706,"FAM129A"
-0.402292863364123,6.09573999263587,4.43446605729579,0.0409620779074578,0.869312561018706,"FSD1L"
0.776257221828654,6.23554393961038,4.43188220110004,0.0410163837040762,0.869312561018706,"NFIL3"
-0.511500913892168,7.73767012657092,4.43391683146892,0.0410724611394224,0.869312561018706,"PDE1C"
0.496268602431653,7.68686533703921,4.4287312978695,0.0411903161027876,0.869312561018706,"GSTP1"
0.991759341602497,6.04329967387123,4.3843153421586,0.0417332387550846,0.869312561018706,"RDH10"
0.409056945567443,7.56505127560759,4.40181470700196,0.0417852084384839,0.869312561018706,"PPA1"
0.535502448775004,6.01607414861192,4.38014572915232,0.0421349197188064,0.869312561018706,"DBI"
0.390496566685268,6.35231691842203,4.35185400026279,0.0429143170462658,0.869312561018706,"ERO1B"
0.424174069347894,6.4982240497288,4.34407120043269,0.0430970651310669,0.869312561018706,"COX6B1"
0.38653472684622,6.94835622819053,4.33578720599461,0.0433003533584483,0.869312561018706,"PSMA7"
0.463856031294351,6.08707413316294,4.32982770892515,0.0433450645412469,0.869312561018706,"HMGXB3"
-0.330215963838708,7.25036980560068,4.32638200368782,0.0435057130333181,0.869312561018706,"MPHOSPH8"
0.274097317399067,8.95855114212211,4.31825104453504,0.0436469506565259,0.869312561018706,"TGFBR2"
0.407622359809064,6.08756687437867,4.31293200080025,0.0437396025410011,0.869312561018706,"TMEM167A"
-0.353538626977412,6.45099114498145,4.27388502394231,0.0446467586744022,0.869312561018706,"TNIP1"
0.437077854123253,6.08411513529615,4.27368248467949,0.0446744710697154,0.869312561018706,"TXLNG"
