"logFC","logCPM","F","PValue","FDR","Nhood","Subtype","model","compartment"
0.411518488118055,10.8186671197415,0.722889245926882,0.434626622214469,0.99269744304287,165,"DAM","D1_APOE_sex_adjusted","Microglia"
0.551313952890928,11.0004221633247,1.37756453286073,0.240519252859511,0.934267122606826,166,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.563455765258372,11.0366687200995,1.41314098018882,0.234538520464913,0.933671522712688,167,"DAM","D1_APOE_sex_adjusted","Microglia"
0.504975411054861,10.8909722422874,1.04395993431789,0.306904775409824,0.95524324784296,168,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.273053120604192,10.8277077514226,0.343691289302284,0.571192991958499,0.999022457841217,169,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.035487039186517,10.9280800994247,0.00365470013878814,0.951794081028235,0.999440338143846,170,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.313934735502133,10.8434098095121,0.418935202282889,0.52412177394355,0.999022457841217,171,"DAM","D1_APOE_sex_adjusted","Microglia"
0.173359521282328,10.9379479390612,0.141077815970913,0.707212663823364,0.999022457841217,172,"DAM","D1_APOE_sex_adjusted","Microglia"
0.57680697122878,11.3222656954246,1.92151388693121,0.165692985398684,0.874244748762817,173,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0144045687828157,10.870331864535,0.00209457653817754,0.96349641719925,0.999440338143846,174,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.32866801631561,10.7833907344302,0.480467457054749,0.488212278619961,0.999022457841217,175,"DAM","D1_APOE_sex_adjusted","Microglia"
0.698502871526547,10.8854074003419,2.12684084803735,0.144741963113038,0.874244748762817,176,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0271254914557023,11.1231301416764,0.00529439078510464,0.941995208056082,0.999440338143846,177,"DAM","D1_APOE_sex_adjusted","Microglia"
0.517752701455766,11.0510659062056,1.18131667407289,0.277090753568925,0.936759949271347,178,"DAM","D1_APOE_sex_adjusted","Microglia"
0.730053515426169,10.8524133328653,2.33909130343423,0.126166322132,0.874244748762817,179,"DAM","D1_APOE_sex_adjusted","Microglia"
0.125859938261802,10.9447437158208,0.0678516566732385,0.794491378184332,0.999022457841217,180,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.149836337293882,11.2730540371572,0.116603031244742,0.732749109624739,0.999022457841217,181,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.0643989700232699,10.9983914559394,0.0202288348320511,0.886900119298879,0.999440338143846,182,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.180097614472832,10.9973453669371,0.153530815808545,0.695184606651821,0.999022457841217,183,"DAM","D1_APOE_sex_adjusted","Microglia"
0.571839738876297,11.0192210588885,1.5061671314982,0.219727796501971,0.932242227976456,184,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.454326543630823,11.1523485641345,1.03197646649325,0.309697384487878,0.95524324784296,185,"DAM","D1_APOE_sex_adjusted","Microglia"
