"sample_id","group","RHBDF2","SLC38A11","PDGFRB","PTH1R","DGKB","GPC5","RNF152","GRM8","SLC6A12","INPP4B","CPM","CNTN4","GJC1","PDE7B","PLCE1","GRM3","COL4A3","CACNA1C"
"GSM3896035","AD",8.02449867925,7.245811369,9.993948286,8.1947169015,7.20570686533333,8.526011727,6.431509127,6.8869457395,8.849344969,6.751286692,6.46286386325,6.19186014,9.9356618625,8.513000276,8.005597477,10.0332440405,6.228488016,6.61403022133333
"GSM3896036","AD",7.394130862,7.382889085,10.18312382,7.9371952355,7.278371874,8.417248184,6.268709275,6.9041878315,8.985298197,6.913049319,6.3225885525,6.198702718,10.042124114,8.924033039,7.637969783,10.187146548,6.1905940865,6.69667295466667
"GSM3896037","AD",7.637256122,7.235478117,10.65740496,8.091560123,6.86742442766667,8.995105358,6.350631891,6.7723244165,8.558120614,6.811603681,6.25798854775,6.24216612,9.9715490325,9.022721655,8.479229879,9.0580217445,6.8334496715,6.5284584735
"GSM3896038","AD",7.74975390425,7.169392121,10.68515217,8.519473446,7.14617990233333,8.425678149,6.325073577,6.625547203,9.453120502,6.407798481,6.494154287,6.242243294,10.025415675,9.477708444,7.817760793,9.9154904735,6.1569435,6.736065678
"GSM3896039","AD",7.4812720615,7.220554479,9.499638822,8.0940255535,7.35485051066667,7.878433186,6.282053007,7.1330020025,8.675927791,6.912056583,6.319514978,6.2082608455,9.9879524775,9.019626694,7.546938173,10.1117418175,6.147286025,6.749171469
"GSM3896040","AD",7.9004154505,7.202023947,10.78062812,8.912695519,6.91124830133333,8.581218856,6.217205827,6.8734187685,10.08979569,6.989724827,6.5006218665,6.2529922315,9.9416108485,8.978977707,8.471311577,9.788956336,6.1721988665,6.63207794633333
"GSM3896041","AD",7.22646665175,7.611165088,9.270729192,8.0558546955,7.497378074,8.762940323,6.345026367,7.385300424,8.339817535,7.485554933,6.30386983925,6.443854581,9.9157191505,8.438937736,7.325068261,9.9740165155,6.292991835,6.78343319366667
"GSM3896042","AD",6.836410682,7.057165765,8.623678455,6.9527248905,7.704515292,8.800957369,6.196977254,7.535722525,7.536028561,7.649364369,6.26770865825,6.651122767,9.8708753225,9.050193096,7.144355512,10.3960330415,6.2683326775,6.71476680166667
"GSM3896043","AD",7.041570187,7.518119391,9.146303196,7.809843011,7.499132823,9.04197595,6.193617492,7.3233825865,7.882842153,7.51847053,6.2780952525,6.426856219,9.920206893,8.533666386,7.388481253,9.849541613,6.294151915,6.7425047445
"GSM3896044","AD",7.490584464,7.450348917,10.48164152,7.770768313,7.08728708566667,9.057145695,6.326858381,6.980643933,9.826991277,6.984050934,6.2792738865,6.245210108,9.9790656955,8.596259259,8.26770133,9.874526971,6.436928992,6.61742754316667
"GSM3896045","AD",7.804157978,7.759663776,10.55167475,8.393898545,7.00718098766667,7.822210649,6.452606897,7.0087353345,10.5632263,6.970648589,6.29943176375,6.329726997,10.078889141,8.209652532,7.702519925,9.464971634,6.381556887,6.64172527383333
"GSM3896046","AD",7.14556981,7.55968173,9.782697937,7.8664726715,7.188833742,8.589362534,6.15720412,7.0635510625,8.848074465,6.762954645,6.299832497,6.194724662,10.043446461,8.628771177,7.242987613,10.6580225515,6.226937801,6.67946098966667
"GSM3896047","AD",6.79113432575,7.222281603,9.359960012,7.026522149,7.56144655133333,8.86161344,6.302002203,7.334932408,8.225557189,7.299397804,6.251919591,6.5683908365,9.95740934,8.814239171,7.27765664,10.3066035015,6.2971192575,6.65869253533333
"GSM3896048","AD",7.06952280925,7.989251505,9.36589084,7.415831715,7.460158723,8.717726313,6.24790575,7.3295542635,8.550619013,7.400850034,6.298705312,6.461805175,10.0059073995,8.860807256,7.016901482,10.0637667985,6.244225947,6.7709833245
"GSM3896049","AD",7.34256713175,7.637205297,10.16836008,7.907488817,7.14573007,9.195632914,6.294186431,6.865239537,8.844028172,6.948716036,6.30056498925,6.2947501615,10.004365461,8.923393304,7.797946524,10.1877486365,6.4445626905,6.59694669966667
"GSM3896050","AD",7.12880057525,7.715714423,9.276433993,7.321906856,7.56665808066667,8.445231737,6.264429555,7.26282069,8.244884459,7.37337078,6.2467082525,6.453712851,9.9914509805,8.433552432,7.202395246,9.9452892865,6.2681499055,6.77726841116667
"GSM3896051","AD",7.43052658625,7.365636346,10.80031439,8.652480362,6.53211923566667,9.748925816,6.214142863,6.7025295775,10.22865654,6.698969669,6.35881525675,6.159830499,9.929120386,9.039912292,7.834636286,9.9593321805,6.368935137,6.47010511266667
"GSM3896052","AD",8.4365433085,7.999432067,11.08676355,8.7685458545,6.61533839166667,8.26890223,6.342564948,6.981838173,10.90240992,6.461440318,6.3972465225,6.3896012805,9.859522956,8.399660108,8.307689814,9.5455119145,6.4355000645,6.577944021
"GSM3896053","AD",7.2477196605,7.297086151,9.543160757,8.037549515,7.40758909,8.203728232,6.260625578,7.165227693,8.691727896,7.164515374,6.334780189,6.199585208,9.942049181,9.015716769,7.273546119,10.337085037,6.2417846135,6.72536633166667
"GSM3896054","AD",8.04374399475,7.102810044,10.47550636,8.210858381,7.10539171266667,8.404620595,6.406245587,6.8936458595,9.271338575,6.918995449,6.27183765825,6.349111277,9.860234088,8.821539727,7.851626993,10.0812882565,6.572127543,6.68353316116667
"GSM3896055","AD",8.26710486225,7.349317537,10.73778485,9.183935982,6.64907212633333,8.586666282,6.253209772,6.6615872875,10.85305832,6.582049673,6.61593290425,6.199184596,9.9903770265,9.519386543,7.914407755,10.127412032,6.2246912875,6.52546426633333
